gutenberg_author_id,gutenberg_id,title,author,language,gutenberg_bookshelf,rights,has_text,birthdate,deathdate
25421,23164,The Creature from Cleveland Depths,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51436,Bullet with His Name,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,50753,Later Than You Think,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51082,Coming Attraction,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,23162,No Great Magic,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,50905,Yesterday House,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,50819,A Bad Day for Sales,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51101,Nice Girl with 5 Husbands,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51493,Kreativity For Kats,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51353,Dr. Kometevsky's Day,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,22579,Bread Overhead,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,25024,The Night of the Long Knives,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51152,Appointment In Tomorrow,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,29504,What's He Doing in There?,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51380,Time In the Round,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,51530,The Last Letter,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25421,29662,The Moon is Green,"Leiber, Fritz",en,Science Fiction,Public domain in the USA.,TRUE,1910,1992
25434,22597,Question of Comfort,"Cole, Les",en,Science Fiction,Public domain in the USA.,TRUE,1904,1985
25579,18492,Star Surgeon,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,41565,Consignment,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,51321,Prime Difference,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,24275,Letter of the Law,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22997,Second Sight,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,23882,Gold in the Sky,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22882,Image of the Gods,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,24276,The Coffin Cure,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,24274,The Native Soil,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22875,Circus,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,49531,A Man Obsessed,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22881,My Friend Bobby,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22876,The Link,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22866,An Ounce of Cure,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22867,Meeting of the Board,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,22869,The Dark Door,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25579,24290,PRoblem,"Nourse, Alan Edward",en,Science Fiction,Public domain in the USA.,TRUE,1928,1992
25608,22958,One-Shot,"Blish, James",en,Science Fiction,Public domain in the USA.,TRUE,1921,1975
25608,32447,The Thing in the Attic,"Blish, James",en,Science Fiction,Public domain in the USA.,TRUE,1921,1975
25613,40968,Desire No More,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,51726,"Wall of Crystal, Eye of Night","Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,51589,The Rag and Bone Men,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,30828,The Barbarians,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,22967,The Stoker and the Stars,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,26191,Citadel,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25613,34420,Riya's Foundling,"Budrys, Algis",en,Science Fiction,Public domain in the USA.,TRUE,1931,2008
25669,23091,The Troubadour,"Lowndes, Robert W.",en,Science Fiction,Public domain in the USA.,TRUE,1916,1998
25669,23099,The Fourth Invasion,"Lowndes, Robert W.",en,Science Fiction,Public domain in the USA.,TRUE,1916,1998
25679,50884,Today is Forever,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,33839,Problem on Balak,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,32212,Clean Break,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,23103,Traders Risk,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,50940,Wailing Wall,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,32344,Pet Farm,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,24949,Control Group,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,32209,Assignment's End,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,51518,The Feeling,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,32665,The Anglers of Arz,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25679,31599,To Remember Charlie By,"Aycock, Roger D.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2004
25680,29791,The Most Sentimental Man,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,23104,The Blue Tower,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,31686,Collector's Item,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,31644,Helpfully Yours,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,51867,Sentry of the Sky,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,50872,Not Fit for Children,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,31626,The Vilbar Party,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,31583,The Venus Trap,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,51413,The Ignoble Savages,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,31664,Once a Greech,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,31648,My Fair Planet,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,51050,Man's Best Friend,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,29138,The Doorway,"Smith, Evelyn E.",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1922,2000
25680,49838,Jack of No Trades,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,51126,The Princess and the Physicist,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,50847,Tea Tray in the Sky,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25680,51337,The Man Outside,"Smith, Evelyn E.",en,Science Fiction,Public domain in the USA.,TRUE,1922,2000
25709,51519,The Drug,"MacApp, C. C.",en,Science Fiction,Public domain in the USA.,TRUE,1917,1971
25709,27968,Tulan,"MacApp, C. C.",en,Science Fiction,Public domain in the USA.,TRUE,1917,1971
25709,23146,And All the Earth a Grave,"MacApp, C. C.",en,Science Fiction,Public domain in the USA.,TRUE,1917,1971
25710,35759,Security Risk,"Clinton, Ed M.",en,Science Fiction,Public domain in the USA.,TRUE,1926,2006
25710,23147,Untechnological Employment,"Clinton, Ed M.",en,Science Fiction,Public domain in the USA.,TRUE,1926,2006
25710,32079,The Small World of M-75,"Clinton, Ed M.",en,Science Fiction,Public domain in the USA.,TRUE,1926,2006
25714,23153,The Big Bounce,"Tevis, Walter S.",en,Science Fiction,Public domain in the USA.,TRUE,1928,1984
25718,23159,Stairway to the Stars,"Shaw, Larry T.",en,Science Fiction,Public domain in the USA.,TRUE,1924,1985
25719,23160,Solomon's Orbit,"Carroll, William",en,Science Fiction,Public domain in the USA.,TRUE,1915,2014
25720,23161,"Sodom and Gomorrah, Texas","Lafferty, R. A.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2002
25720,51603,All the People,"Lafferty, R. A.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2002
25720,51774,The Weirdest World,"Lafferty, R. A.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2002
25720,51668,Dream World,"Lafferty, R. A.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2002
25720,51596,Aloys,"Lafferty, R. A.",en,Science Fiction,Public domain in the USA.,TRUE,1914,2002
25744,30035,Off Course,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,23194,The Common Man,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,23197,Subversive,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,30334,Ultima Thule,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,29206,Happy Ending,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,29940,Dogfight—1973,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,26741,I'm a Stranger Here Myself,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,23929,Revolution,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,24247,Gun for Hire,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,51799,Farmer,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,27393,Medal of Honor,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,23669,Summit,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,24749,Adaptation,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,23942,Unborn Tomorrow,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,40954,Potential Enemy,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,24370,Mercenary,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25744,30338,Freedom,"Reynolds, Mack",en,Science Fiction,Public domain in the USA.,TRUE,1917,1983
25754,29492,Old Rambling House,"Herbert, Frank",en,Science Fiction,Public domain in the USA.,TRUE,1920,1986
25754,23210,Missing Link,"Herbert, Frank",en,Science Fiction,Public domain in the USA.,TRUE,1920,1986
25754,24721,Operation Haystack,"Herbert, Frank",en,Science Fiction,Public domain in the USA.,TRUE,1920,1986
25767,23232,The Servant Problem,"Young, Robert F.",en,Science Fiction,Public domain in the USA.,TRUE,1915,1986
25767,26957,Star Mother,"Young, Robert F.",en,Science Fiction,Public domain in the USA.,TRUE,1915,1986
25767,28924,Collector's Item,"Young, Robert F.",en,Science Fiction,Public domain in the USA.,TRUE,1915,1986
25767,50924,Sweet Tooth,"Young, Robert F.",en,Science Fiction,Public domain in the USA.,TRUE,1915,1986
25816,23379,Old Mr. Wiley,"La Spina, Greye",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1880,1969
25911,29418,The Man from Time,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,23568,The Mississippi Saucer,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,24151,The Sky Trap,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,50290,Space Station 1,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,51125,Mars is My Destination,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,29432,The Man the Martians Made,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25911,28583,The Calm Man,"Long, Frank Belknap",en,Science Fiction,Public domain in the USA.,TRUE,1903,1994
25913,51433,Hunt the Hunter,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,51335,Fresh Air Fiend,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,33934,She Knew He Was Coming,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,23571,General Max Shorter,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,51344,Voyage to Far N'jurd,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,51449,Moral Equivalent,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,30767,New Apples in the Garden,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,33642,Earth Alert!,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25913,51072,Shamar's War,"Neville, Kris",en,Science Fiction,Public domain in the USA.,TRUE,1925,1980
25995,29618,The Aggravation of Elmer,"Arthur, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1909,1969
25995,23688,The Indulgence of Negu Mah,"Arthur, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1909,1969
25995,31840,Ring Once for Death,"Arthur, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1909,1969
26019,23762,Blessed Are the Meek,"Edmondson, G. C.",en,Science Fiction,Public domain in the USA.,TRUE,1922,1995
26064,29046,The Heads of Apex,"Weiss, George Henry",en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,1898,1946
26064,23831,The Seed of the Toc-Toc Birds,"Weiss, George Henry",en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,1898,1946
26097,23868,Vanishing Point,"Beck, C. C. (Charles Clarence)",en,Science Fiction,Public domain in the USA.,TRUE,1910,1989
26099,23872,The Professional Approach,"Harness, Charles L.",en,Science Fiction,Public domain in the USA.,TRUE,1915,2005
26100,23872,The Professional Approach,"Thomas, Theodore L.",en,Science Fiction,Public domain in the USA.,TRUE,1920,2005
26262,24122,Pushbutton War,"Martino, Joseph Paul",en,Science Fiction,Public domain in the USA.,TRUE,1931,NA
26276,24150,Disturbing Sun,"Richardson, Robert S. (Robert Shirley)",en,Science Fiction,Public domain in the USA.,TRUE,1902,1981
26303,50981,Garrity's Annuities,"Mason, David",en,Science Fiction,Public domain in the USA.,TRUE,1924,1974
26303,24189,Something Will Turn Up,"Mason, David",en,Science Fiction,Public domain in the USA.,TRUE,1924,1974
26307,24192,The First One,"Kastle, Herbert D.",en,Science Fiction,Public domain in the USA.,TRUE,1924,1987
26307,51662,Breakdown,"Kastle, Herbert D.",en,Science Fiction,Public domain in the USA.,TRUE,1924,1987
26321,24221,The Untouchable,"Kallis, Stephen A.",en,Science Fiction,Public domain in the USA.,TRUE,1937,NA
26345,24246,Greener Than You Think,"Moore, Ward",en,Science Fiction,Public domain in the USA.,TRUE,1903,1978
26375,24278,The Green Beret,"Purdom, Tom",en,Science Fiction,Public domain in the USA.,TRUE,1936,NA
26375,51445,Sordman the Protector,"Purdom, Tom",en,Science Fiction,Public domain in the USA.,TRUE,1936,NA
26453,24392,Cat and Mouse,"Williams, Ralph",en,Science Fiction,Public domain in the USA.,TRUE,1914,1959
26460,24399,Criminal Negligence,"McComas, J. Francis",en,Science Fiction,Public domain in the USA.,TRUE,1911,1978
26584,24567,Blind Man's Lantern,"Lang, Allen Kim",en,Science Fiction,Public domain in the USA.,TRUE,1928,NA
26584,24864,The Great Potlatch Riots,"Lang, Allen Kim",en,Science Fiction,Public domain in the USA.,TRUE,1928,NA
26584,51597,Gourmet,"Lang, Allen Kim",en,Science Fiction,Public domain in the USA.,TRUE,1928,NA
26584,51824,World in a Bottle,"Lang, Allen Kim",en,Science Fiction,Public domain in the USA.,TRUE,1928,NA
26787,24870,"The Stars, My Brothers","Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,32498,The Brain,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,32317,The World with a Thousand Moons,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,32801,The Plotters,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,32486,The Legion of Lazarus,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,28062,The Man Who Saw the Future,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,30476,Zero Hour,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,32847,The Door into Infinity,"Hamilton, Edmond",en,Science Fiction,Public domain in the USA.,TRUE,1904,1977
26787,28832,The Sargasso of Space,"Hamilton, Edmond",en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,1904,1977
26832,50959,End as a World,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26832,24958,Second Landing,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26832,50736,Address: Centauri,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26832,50998,Delay in Transit,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26832,51295,The Man Who Was Six,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26832,50969,Big Ancestor,"Wallace, F. L. (Floyd L.)",en,Science Fiction,Public domain in the USA.,TRUE,1915,2004
26841,32077,Breeder Reaction,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,24965,The Deadly Daughters,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,51414,...So They Baked a Cake,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,31841,The Water Eater,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32828,Backlash,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32613,Tabby,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32076,Brown John's Body,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32676,The Test Colony,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32748,Mate in Two Moves,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32149,Unbegotten Child,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32735,Forsyte's Retreat,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
26841,32353,The Mind Digger,"Marks, Winston K. (Winston Kinney)",en,Science Fiction,Public domain in the USA.,TRUE,1915,1979
28358,25035,The Happy Unfortunate,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,25713,The Judas Valley,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,27444,Starman's Quest,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,50441,Master of Life and Death,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,25629,Postmark Ganymede,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,25627,The Hunted Heroes,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28358,51361,Birds of a Feather,"Silverberg, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1935,NA
28382,37448,Comet's Burial,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,50063,People Minus X,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,32054,Stamped Caution,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,31929,Big Pill,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,27110,The Eternal Wall,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,41027,The Revolt of the Star Men,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,32780,Asteroid of Fear,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28382,25067,The Planet Strappers,"Gallun, Raymond Z.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1994
28398,25086,The Delegate from Venus,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,28119,"My Father, the Cat","Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,30885,Heart,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,51574,The Stuff,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,29193,Dream Town,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,26168,The Success Machine,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
28398,28030,Reluctant Genius,"Slesar, Henry",en,Science Fiction,Public domain in the USA.,TRUE,1927,2002
31334,25438,The Airlords of Han,"Nowlan, Philip Francis",en,Science Fiction,Public domain in the USA.,TRUE,1888,1940
31334,32530,Armageddon—2419 A.D.,"Nowlan, Philip Francis",en,Science Fiction,Public domain in the USA.,TRUE,1888,1940
31427,31651,The Instant of Now,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31427,32078,Love Story,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31427,24152,The Guardians,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31427,32651,Adolescents Only,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31427,31062,The Cartels Jungle,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31427,25567,Impact,"Cox, Irving E.",en,Science Fiction,Public domain in the USA.,TRUE,1917,2001
31575,25776,This Crowded Earth,"Bloch, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1917,1994
31621,26967,The Coming of the Ice,"Peyton, Green",en,Science Fiction,Public domain in the USA.,TRUE,1907,1968
31621,25862,The Chamber of Life,"Peyton, Green",en,Science Fiction,Public domain in the USA.,TRUE,1907,1968
31775,29283,Salvage in Space,"Williamson, Jack",en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,1908,2006
31775,26066,The Cosmic Express,"Williamson, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1908,2006
31775,29177,The Pygmy Planet,"Williamson, Jack",en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,1908,2006
31851,26180,Mother America,"McClatchie, Sam",en,Science Fiction,Public domain in the USA.,TRUE,1915,NA
32063,29142,Keep Out,"Brown, Fredric",en,Science Fiction,Public domain in the USA.,TRUE,1906,1972
32063,29206,Happy Ending,"Brown, Fredric",en,Science Fiction,Public domain in the USA.,TRUE,1906,1972
32063,29948,Two Timer,"Brown, Fredric",en,Science Fiction,Public domain in the USA.,TRUE,1906,1972
32063,29720,Hall of Mirrors,"Brown, Fredric",en,Science Fiction,Public domain in the USA.,TRUE,1906,1972
32063,26521,Earthmen Bearing Gifts,"Brown, Fredric",en,Science Fiction,Public domain in the USA.,TRUE,1906,1972
32078,39572,West Of The Sun,"Pangborn, Edgar",en,Science Fiction,Public domain in the USA.,TRUE,1909,1976
32078,51408,Angel's Egg,"Pangborn, Edgar",en,Science Fiction,Public domain in the USA.,TRUE,1909,1976
32078,26536,The Good Neighbors,"Pangborn, Edgar",en,Science Fiction,Public domain in the USA.,TRUE,1909,1976
32078,51379,The Music Master of Babylon,"Pangborn, Edgar",en,Science Fiction,Public domain in the USA.,TRUE,1909,1976
32106,30491,Vital Ingredient,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,33790,Delayed Action,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,32127,Wheels Within,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,51398,Growing up on Big Muddy,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,51713,Metamorphosis,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,29954,There is a Reaper ...,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,32551,Big Stupe,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32106,26569,Monkey On His Back,"De Vet, Charles V.",en,Science Fiction,Public domain in the USA.,TRUE,1911,1997
32217,26743,The Putnam Tradition,"Dorman, Sonya",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1924,2005
32222,26751,Cully,"Egan, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1945,NA
32269,28156,Minor Detail,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,50834,The Awakening,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,33871,Old Friends Are the Best,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,26843,The Dope on Mars,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,51735,Big Baby,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,51822,Arcturus Times Three,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
32269,50668,The Secret Martians,"Sharkey, Jack",en,Science Fiction,Public domain in the USA.,TRUE,1931,1992
